curve,x,y
1:1 - circle/ellipse (delta = pi/4),0.8802359459560133,0.2868729861067346
1:1 - circle/ellipse (delta = pi/4),0.8839403547415661,0.29439732307114463
1:1 - circle/ellipse (delta = pi/4),0.8875901013529838,0.30190345473736657
1:1 - circle/ellipse (delta = pi/4),0.8911849600928156,0.3093909169321402
1:1 - circle/ellipse (delta = pi/4),0.8947247086578334,0.3168592466367109
1:1 - circle/ellipse (delta = pi/4),0.8982091281527784,0.32430798201546196
1:1 - circle/ellipse (delta = pi/4),0.9016380031038985,0.33173666244447436
1:1 - circle/ellipse (delta = pi/4),0.9050111214722718,0.33914482854001143
1:1 - circle/ellipse (delta = pi/4),0.9083282746669198,0.34653202218692664
1:1 - circle/ellipse (delta = pi/4),0.9115892575577058,0.3538977865669931
1:1 - circle/ellipse (delta = pi/4),0.914793868488021,0.3612416661871529
1:1 - circle/ellipse (delta = pi/4),0.9179419092872535,0.36856320690768457
1:1 - circle/ellipse (delta = pi/4),0.9210331852830442,0.3758619559702862
1:1 - circle/ellipse (delta = pi/4),0.9240675053133245,0.3831374620260744
1:1 - circle/ellipse (delta = pi/4),0.9270446817381375,0.3903892751634948
1:1 - circle/ellipse (delta = pi/4),0.929964530451242,0.39761694693614447
1:1 - circle/ellipse (delta = pi/4),0.9328268708914975,0.40482003039050335
1:1 - circle/ellipse (delta = pi/4),0.9356315260540293,0.4119980800935737
1:1 - circle/ellipse (delta = pi/4),0.9383783225011749,0.4191506521604251
1:1 - circle/ellipse (delta = pi/4),0.9410670903732092,0.42627730428164406
1:1 - circle/ellipse (delta = pi/4),0.9436976633988484,0.43337759575068624
1:1 - circle/ellipse (delta = pi/4),0.9462698789055319,0.440451087491129
1:1 - circle/ellipse (delta = pi/4),0.9487835778294823,0.4474973420838239
1:1 - circle/ellipse (delta = pi/4),0.9512386047255414,0.45451592379394634
1:1 - circle/ellipse (delta = pi/4),0.9536348077767828,0.46150639859794057
1:1 - circle/ellipse (delta = pi/4),0.9559720388039002,0.4684683342103602
1:1 - circle/ellipse (delta = pi/4),0.9582501532743712,0.47540130011059967
1:1 - circle/ellipse (delta = pi/4),0.9604690103113942,0.4823048675695175
1:1 - circle/ellipse (delta = pi/4),0.9626284727026005,0.4891786096759489
1:1 - circle/ellipse (delta = pi/4),0.9647284069085398,0.4960221013631051
1:1 - circle/ellipse (delta = pi/4),0.9667686830709374,0.5028349194348594
1:1 - circle/ellipse (delta = pi/4),0.9687491750207252,0.5096166425919174
1:1 - circle/ellipse (delta = pi/4),0.9706697602858436,0.5163668514578698
1:1 - circle/ellipse (delta = pi/4),0.9725303200988151,0.5230851286051258
1:1 - circle/ellipse (delta = pi/4),0.9743307394040888,0.5297710585807273
1:1 - circle/ellipse (delta = pi/4),0.9760709068651552,0.5364242279320394
1:1 - circle/ellipse (delta = pi/4),0.9777507148714315,0.5430442252323188
1:1 - circle/ellipse (delta = pi/4),0.9793700595449161,0.5496306411061554
1:1 - circle/ellipse (delta = pi/4),0.9809288407466117,0.5561830682547879
1:1 - circle/ellipse (delta = pi/4),0.9824269620827188,0.5627011014812913
1:1 - circle/ellipse (delta = pi/4),0.9838643309105961,0.5691843377156331
1:1 - circle/ellipse (delta = pi/4),0.985240858344489,0.5756323760395999
1:1 - circle/ellipse (delta = pi/4),0.9865564592610272,0.5820448177115891
1:1 - circle/ellipse (delta = pi/4),0.987811052304488,0.5884212661912667
1:1 - circle/ellipse (delta = pi/4),0.9890045598918273,0.5947613271640897
1:1 - circle/ellipse (delta = pi/4),0.9901369082174778,0.6010646085656896
1:1 - circle/ellipse (delta = pi/4),0.9912080272579122,0.6073307206061176
1:1 - circle/ellipse (delta = pi/4),0.9922178507759742,0.6135592757939489
1:1 - circle/ellipse (delta = pi/4),0.9931663163249741,0.619749888960245
1:1 - circle/ellipse (delta = pi/4),0.9940533652525507,0.6259021772823715
1:1 - circle/ellipse (delta = pi/4),0.9948789427042983,0.6320157603076729
1:1 - circle/ellipse (delta = pi/4),0.9956429976271585,0.6380902599769983
1:1 - circle/ellipse (delta = pi/4),0.9963454827725776,0.6441253006480807
1:1 - circle/ellipse (delta = pi/4),0.9969863546994286,0.6501205091187664
1:1 - circle/ellipse (delta = pi/4),0.9975655737766972,0.6560755146500936
1:1 - circle/ellipse (delta = pi/4),0.9980831041859326,0.6619899489892186
1:1 - circle/ellipse (delta = pi/4),0.9985389139234625,0.6678634463921883
1:1 - circle/ellipse (delta = pi/4),0.9989329748023724,0.6736956436465572
1:1 - circle/ellipse (delta = pi/4),0.9992652624542486,0.6794861800938484
1:1 - circle/ellipse (delta = pi/4),0.9995357563306847,0.685234697651857
1:1 - circle/ellipse (delta = pi/4),0.9997444397045528,0.690940840836792
1:1 - circle/ellipse (delta = pi/4),0.999891299671038,0.6966042567852612
1:1 - circle/ellipse (delta = pi/4),0.9999763271484353,0.7022245952760905
1:1 - circle/ellipse (delta = pi/4),0.999999516878713,0.707801508751982
1:1 - circle/ellipse (delta = pi/4),0.9999608674278364,0.7133346523410063
1:1 - circle/ellipse (delta = pi/4),0.9998603811858571,0.7188236838779294
1:1 - circle/ellipse (delta = pi/4),0.9996980643667648,0.7242682639253716
1:1 - circle/ellipse (delta = pi/4),0.9994739270081036,0.7296680557947984
1:1 - circle/ellipse (delta = pi/4),0.999187982970351,0.7350227255673409
1:1 - circle/ellipse (delta = pi/4),0.9988402499360608,0.7403319421144453
1:1 - circle/ellipse (delta = pi/4),0.9984307494087693,0.7455953771183487
1:1 - circle/ellipse (delta = pi/4),0.9979595067116661,0.7508127050923834
1:1 - circle/ellipse (delta = pi/4),0.9974265509860277,0.7559836034011037
1:1 - circle/ellipse (delta = pi/4),0.9968319151894158,0.7611077522802381
1:1 - circle/ellipse (delta = pi/4),0.996175636093639,0.7661848348564623
1:1 - circle/ellipse (delta = pi/4),0.9954577542824786,0.7712145371669958
1:1 - circle/ellipse (delta = pi/4),0.9946783141491795,0.776196548179016
1:1 - circle/ellipse (delta = pi/4),0.9938373638937046,0.7811305598088923
1:1 - circle/ellipse (delta = pi/4),0.9929349555197541,0.7860162669412385
1:1 - circle/ellipse (delta = pi/4),0.99197114483155,0.7908533674477802
1:1 - circle/ellipse (delta = pi/4),0.990945991430385,0.7956415622060383
1:1 - circle/ellipse (delta = pi/4),0.9898595587109362,0.8003805551178268
1:1 - circle/ellipse (delta = pi/4),0.9887119138573461,0.805070053127563
1:1 - circle/ellipse (delta = pi/4),0.9875031278390669,0.8097097662403896
1:1 - circle/ellipse (delta = pi/4),0.9862332754064724,0.8142994075401085
1:1 - circle/ellipse (delta = pi/4),0.984902435086235,0.8188386932069228
1:1 - circle/ellipse (delta = pi/4),0.9835106891764701,0.8233273425349883
1:1 - circle/ellipse (delta = pi/4),0.9820581237416469,0.8277650779497717
1:1 - circle/ellipse (delta = pi/4),0.9805448286072657,0.8321516250252164
1:1 - circle/ellipse (delta = pi/4),0.9789708973543035,0.836486712500712
1:1 - circle/ellipse (delta = pi/4),0.9773364273134276,0.8407700722978696
1:1 - circle/ellipse (delta = pi/4),0.9756415195589756,0.8450014395370983
1:1 - circle/ellipse (delta = pi/4),0.9738862789027057,0.8491805525539866
1:1 - circle/ellipse (delta = pi/4),0.9720708138873154,0.8533071529154829
1:1 - circle/ellipse (delta = pi/4),0.9701952367797289,0.8573809854358765
1:1 - circle/ellipse (delta = pi/4),0.9682596635641545,0.8614017981925784
1:1 - circle/ellipse (delta = pi/4),0.9662642139349131,0.8653693425417001
1:1 - circle/ellipse (delta = pi/4),0.9642090112890352,0.8692833731334294
1:1 - circle/ellipse (delta = pi/4),0.962094182718631,0.8731436479272023
1:1 - circle/ellipse (delta = pi/4),0.9599198590030308,0.8769499282066715
1:1 - circle/ellipse (delta = pi/4),0.9576861746006976,0.8807019785944674
1:1 - circle/ellipse (delta = pi/4),0.9553932676409127,0.8843995670667543
1:1 - circle/ellipse (delta = pi/4),0.9530412799152331,0.8880424649675783
1:1 - circle/ellipse (delta = pi/4),0.9506303568687245,0.8916304470230075
1:1 - circle/ellipse (delta = pi/4),0.9481606475909659,0.8951632913550623
1:1 - circle/ellipse (delta = pi/4),0.9456323048068302,0.8986407794954365
1:1 - circle/ellipse (delta = pi/4),0.9430454848670408,0.9020626963990072
1:1 - circle/ellipse (delta = pi/4),0.9404003477385016,0.9054288304571327
1:1 - circle/ellipse (delta = pi/4),0.9376970569944055,0.908738973510739
1:1 - circle/ellipse (delta = pi/4),0.9349357798041199,0.9119929208631907
1:1 - circle/ellipse (delta = pi/4),0.9321166869228471,0.9151904712929513
1:1 - circle/ellipse (delta = pi/4),0.929239952681067,0.9183314270660248
1:1 - circle/ellipse (delta = pi/4),0.9263057549737553,0.9214155939481842
1:1 - circle/ellipse (delta = pi/4),0.9233142752493834,0.9244427812169831
1:1 - circle/ellipse (delta = pi/4),0.9202656984986971,0.9274128016735489
1:1 - circle/ellipse (delta = pi/4),0.9171602132432776,0.9303254716541599
1:1 - circle/ellipse (delta = pi/4),0.9139980115238828,0.9331806110416025
1:1 - circle/ellipse (delta = pi/4),0.9107792888885723,0.9359780432763097
1:1 - circle/ellipse (delta = pi/4),0.9075042443806143,0.9387175953672792
1:1 - circle/ellipse (delta = pi/4),0.9041730805261768,0.941399097902771
1:1 - circle/ellipse (delta = pi/4),0.9007860033218055,0.9440223850607838
1:1 - circle/ellipse (delta = pi/4),0.8973432222216814,0.9465872946193098
1:1 - circle/ellipse (delta = pi/4),0.8938449501246718,0.9490936679663653
1:1 - circle/ellipse (delta = pi/4),0.8902914033611634,0.9515413501097999
1:1 - circle/ellipse (delta = pi/4),0.8866828016796838,0.9539301896868813
1:1 - circle/ellipse (delta = pi/4),0.8830193682333148,0.9562600389736544
1:1 - circle/ellipse (delta = pi/4),0.8793013295658896,0.9585307538940778
1:1 - circle/ellipse (delta = pi/4),0.8755289155979863,0.9607421940289322
1:1 - circle/ellipse (delta = pi/4),0.8717023596127085,0.9628942226245044
1:1 - circle/ellipse (delta = pi/4),0.8678218982412587,0.9649867066010441
1:1 - circle/ellipse (delta = pi/4),0.8638877714483073,0.9670195165609929
1:1 - circle/ellipse (delta = pi/4),0.8599002225171507,0.9689925267969868
1:1 - circle/ellipse (delta = pi/4),0.855859498034669,0.9709056152996294
1:1 - circle/ellipse (delta = pi/4),0.8517658478760761,0.9727586637650372
1:1 - circle/ellipse (delta = pi/4),0.8476195251894681,0.9745515576021548
1:1 - circle/ellipse (delta = pi/4),0.8434207863801689,0.9762841859398422
1:1 - circle/ellipse (delta = pi/4),0.8391698910948733,0.9779564416337299
1:1 - circle/ellipse (delta = pi/4),0.834867102205592,0.9795682212728449
1:1 - circle/ellipse (delta = pi/4),0.8305126857933953,0.9811194251860063
1:1 - circle/ellipse (delta = pi/4),0.8261069111319586,0.9826099574479877
1:1 - circle/ellipse (delta = pi/4),0.8216500506709111,0.9840397258854502
1:1 - circle/ellipse (delta = pi/4),0.8171423800189868,0.9854086420826416
1:1 - circle/ellipse (delta = pi/4),0.8125841779269832,0.9867166213868642
1:1 - circle/ellipse (delta = pi/4),0.8079757262705208,0.9879635829137099
1:1 - circle/ellipse (delta = pi/4),0.8033173100326143,0.9891494495520617
1:1 - circle/ellipse (delta = pi/4),0.7986092172860487,0.9902741479688623
1:1 - circle/ellipse (delta = pi/4),0.7938517391755643,0.9913376086136488
1:1 - circle/ellipse (delta = pi/4),0.7890451698998547,0.9923397657228542
1:1 - circle/ellipse (delta = pi/4),0.7841898066933712,0.9932805573238733
1:1 - circle/ellipse (delta = pi/4),0.7792859498079437,0.9941599252388961
1:1 - circle/ellipse (delta = pi/4),0.7743339024942136,0.994977815088504
1:1 - circle/ellipse (delta = pi/4),0.7693339709828788,0.9957341762950345
1:1 - circle/ellipse (delta = pi/4),0.7642864644657602,0.9964289620857071
1:1 - circle/ellipse (delta = pi/4),0.7591916950766777,0.9970621294955166
1:1 - circle/ellipse (delta = pi/4),0.754049977872151,0.9976336393698901
1:1 - circle/ellipse (delta = pi/4),0.7488616308119154,0.9981434563671079
1:1 - circle/ellipse (delta = pi/4),0.7436269747392595,0.9985915489604889
1:1 - circle/ellipse (delta = pi/4),0.7383463333611854,0.9989778894403407
1:1 - circle/ellipse (delta = pi/4),0.7330200332283888,0.9993024539156731
1:1 - circle/ellipse (delta = pi/4),0.7276484037150681,0.9995652223156747
1:1 - circle/ellipse (delta = pi/4),0.7222317769985543,0.9997661783909552
1:1 - circle/ellipse (delta = pi/4),0.71677048803877,0.9999053097145492
1:1 - circle/ellipse (delta = pi/4),0.711264874557516,0.9999826076826857
1:1 - circle/ellipse (delta = pi/4),0.7057152770175852,0.9999980675153191
1:1 - circle/ellipse (delta = pi/4),0.7001220386017123,0.9999516882564257
1:1 - circle/ellipse (delta = pi/4),0.6944855051913471,0.9998434727740622
1:1 - circle/ellipse (delta = pi/4),0.688806025345269,0.9996734277601886
1:1 - circle/ellipse (delta = pi/4),0.683083950278031,0.9994415637302546
1:1 - circle/ellipse (delta = pi/4),0.6773196338382398,0.9991478950225487
1:1 - circle/ellipse (delta = pi/4),0.6715134324866775,0.9987924397973121
1:1 - circle/ellipse (delta = pi/4),0.6656657052742536,0.9983752200356156
1:1 - circle/ellipse (delta = pi/4),0.6597768138198058,0.997896261538
1:1 - circle/ellipse (delta = pi/4),0.6538471222877357,0.997355593922881
1:1 - circle/ellipse (delta = pi/4),0.6478769973654883,0.9967532506247171
1:1 - circle/ellipse (delta = pi/4),0.6418668082408798,0.9960892688919428
1:1 - circle/ellipse (delta = pi/4),0.635816926579263,0.9953636897846647
1:1 - circle/ellipse (delta = pi/4),0.6297277265005469,0.9945765581721222
1:1 - circle/ellipse (delta = pi/4),0.6235995845560605,0.9937279227299133
1:1 - circle/ellipse (delta = pi/4),0.6174328797052657,0.992817835936984
1:1 - circle/ellipse (delta = pi/4),0.6112279932923265,0.9918463540723838
1:1 - circle/ellipse (delta = pi/4),0.6049853090225222,0.9908135372117844
1:1 - circle/ellipse (delta = pi/4),0.5987052129385232,0.989719449223766
1:1 - circle/ellipse (delta = pi/4),0.5923880933965163,0.9885641577658663
1:1 - circle/ellipse (delta = pi/4),0.5860343410421901,0.9873477342803976
1:1 - circle/ellipse (delta = pi/4),0.5796443487865777,0.9860702539900286
1:1 - circle/ellipse (delta = pi/4),0.5732185117817578,0.9847317958931325
1:1 - circle/ellipse (delta = pi/4),0.5667572273964214,0.9833324427589021
1:1 - circle/ellipse (delta = pi/4),0.5602608951912972,0.981872281122231
1:1 - circle/ellipse (delta = pi/4),0.5537299168944433,0.980351401278363
1:1 - circle/ellipse (delta = pi/4),0.5471646963764052,0.9787698972773076
1:1 - circle/ellipse (delta = pi/4),0.5405656396252388,0.9771278669180243
1:1 - circle/ellipse (delta = pi/4),0.5339331547214089,0.9754254117423754
1:1 - circle/ellipse (delta = pi/4),0.5272676518125476,0.9736626370288455
1:1 - circle/ellipse (delta = pi/4),0.5205695430880966,0.9718396517860322
1:1 - circle/ellipse (delta = pi/4),0.513839242753815,0.9699565687459045
1:1 - circle/ellipse (delta = pi/4),0.5070771670061645,0.9680135043568322
1:1 - circle/ellipse (delta = pi/4),0.5002837340065756,0.9660105787763837
1:1 - circle/ellipse (delta = pi/4),0.49345936385558403,0.963947915863897
1:1 - circle/ellipse (delta = pi/4),0.4866044785668563,0.961825643172819
1:1 - circle/ellipse (delta = pi/4),0.4797195020410906,0.9596438919428187
1:1 - circle/ellipse (delta = pi/4),0.4728048600398021,0.9574027970916706
1:1 - circle/ellipse (delta = pi/4),0.4658609801589983,0.9551024972069124
1:1 - circle/ellipse (delta = pi/4),0.4588882918027313,0.952743134537274
1:1 - circle/ellipse (delta = pi/4),0.45188722615654825,0.9503248549838812
1:1 - circle/ellipse (delta = pi/4),0.44485821616082505,0.9478478080912339
1:1 - circle/ellipse (delta = pi/4),0.4378016964839942,0.9453121470379576
1:1 - circle/ellipse (delta = pi/4),0.43071810349566547,0.9427180286273312
1:1 - circle/ellipse (delta = pi/4),0.4236078752396398,0.9400656132775906
1:1 - circle/ellipse (delta = pi/4),0.41647145140682307,0.9373550650120083
1:1 - circle/ellipse (delta = pi/4),0.4093092733080348,0.9345865514487505
1:1 - circle/ellipse (delta = pi/4),0.40212178384671776,0.9317602437905116
1:1 - circle/ellipse (delta = pi/4),0.39490942749155006,0.9288763168139275
1:1 - circle/ellipse (delta = pi/4),0.3876726502489571,0.9259349488587669
1:1 - circle/ellipse (delta = pi/4),0.3804118996355355,0.9229363218169038
1:1 - circle/ellipse (delta = pi/4),0.37312762465037363,0.9198806211210683
1:1 - circle/ellipse (delta = pi/4),0.36582027574728976,0.9167680357333808
1:1 - circle/ellipse (delta = pi/4),0.35849030480697525,0.9135987581336658
1:1 - circle/ellipse (delta = pi/4),0.3511381651090487,0.9103729843075496
1:1 - circle/ellipse (delta = pi/4),0.34376431130403007,0.9070909137343408
1:1 - circle/ellipse (delta = pi/4),0.3363691993852196,0.9037527493746939
1:1 - circle/ellipse (delta = pi/4),0.32895328666050433,0.9003586976580593
1:1 - circle/ellipse (delta = pi/4),0.32151703172407614,0.8969089684699173
1:1 - circle/ellipse (delta = pi/4),0.31406089442807383,0.8934037751387995
1:1 - circle/ellipse (delta = pi/4),0.30658533585414427,0.8898433344230956
1:1 - circle/ellipse (delta = pi/4),0.299090818284932,0.8862278664976504
1:1 - circle/ellipse (delta = pi/4),0.29157780517549065,0.8825575949401481
1:1 - circle/ellipse (delta = pi/4),0.28404676112462335,0.878832746717286
1:1 - circle/ellipse (delta = pi/4),0.2764981518461524,0.8750535521707393
1:1 - circle/ellipse (delta = pi/4),0.2689324441401204,0.8712202450029175
1:1 - circle/ellipse (delta = pi/4),0.26135010586392193,0.867333062262511
1:1 - circle/ellipse (delta = pi/4),0.2537516059033742,0.8633922443298337
1:1 - circle/ellipse (delta = pi/4),0.24613741414371973,0.8593980349019575
1:1 - circle/ellipse (delta = pi/4),0.23850800144056963,0.8553506809776422
1:1 - circle/ellipse (delta = pi/4),0.2308638395907865,0.8512504328420613
1:1 - circle/ellipse (delta = pi/4),0.22320540130330724,0.8470975440513241
1:1 - circle/ellipse (delta = pi/4),0.2155331601699137,0.8428922714167971
1:1 - circle/ellipse (delta = pi/4),0.2078475906359444,0.8386348749892223
1:1 - circle/ellipse (delta = pi/4),0.20014916797095567,0.8343256180426357
1:1 - circle/ellipse (delta = pi/4),0.19243836823933125,0.8299647670580872
1:1 - circle/ellipse (delta = pi/4),0.18471566827084343,0.8255525917071611
1:1 - circle/ellipse (delta = pi/4),0.1769815456311644,0.8210893648352997
1:1 - circle/ellipse (delta = pi/4),0.1692364785923366,0.8165753624449317
1:1 - circle/ellipse (delta = pi/4),0.16148094610319513,0.8120108636784034
1:1 - circle/ellipse (delta = pi/4),0.15371542775975025,0.8073961508007171
1:1 - circle/ellipse (delta = pi/4),0.14594040377553,0.8027315091820769
1:1 - circle/ellipse (delta = pi/4),0.13815635495188236,0.7980172272802396
1:1 - circle/ellipse (delta = pi/4),0.13036376264824573,0.7932535966226787
1:1 - circle/ellipse (delta = pi/4),0.12256310875237997,0.7884409117885558
1:1 - circle/ellipse (delta = pi/4),0.11475487565056758,0.783579470390504
1:1 - circle/ellipse (delta = pi/4),0.10693954619778352,0.7786695730562241
1:1 - circle/ellipse (delta = pi/4),0.09911760368783423,0.7737115234098929
1:1 - circle/ellipse (delta = pi/4),0.09128953182347369,0.7687056280533892
1:1 - circle/ellipse (delta = pi/4),0.08345581468648985,0.7636521965473321
1:1 - circle/ellipse (delta = pi/4),0.07561693670776994,0.7585515413919389
1:1 - circle/ellipse (delta = pi/4),0.06777338263734349,0.7534039780077005
1:1 - circle/ellipse (delta = pi/4),0.05992563751440634,0.7482098247158754
1:1 - circle/ellipse (delta = pi/4),0.05207418663732438,0.7429694027188044
1:1 - circle/ellipse (delta = pi/4),0.044219515533625735,0.7376830360800498
1:1 - circle/ellipse (delta = pi/4),0.036362109929974344,0.7323510517043537
1:1 - circle/ellipse (delta = pi/4),0.0285024557221335,0.726973779317423
1:1 - circle/ellipse (delta = pi/4),0.020641038944918814,0.72155155144554
1:1 - circle/ellipse (delta = pi/4),0.012778345742140486,0.7160847033949976
1:1 - circle/ellipse (delta = pi/4),0.004914862336543197,0.7105735732313667
1:1 - circle/ellipse (delta = pi/4),-0.0029489250002633074,0.7050185017585882
1:1 - circle/ellipse (delta = pi/4),-0.010812529977874408,0.6994198324978992
1:1 - circle/ellipse (delta = pi/4),-0.018675466317162437,0.6937779116665896
1:1 - circle/ellipse (delta = pi/4),-0.026537247780347346,0.6880930881565929
1:1 - circle/ellipse (delta = pi/4),-0.03439738820106705,0.6823657135129089
1:1 - circle/ellipse (delta = pi/4),-0.042255401514438906,0.6765961419118671
1:1 - circle/ellipse (delta = pi/4),-0.05011080178711934,0.6707847301392235
1:1 - circle/ellipse (delta = pi/4),-0.057963103247353175,0.6649318375680969
1:1 - circle/ellipse (delta = pi/4),-0.06581182031501288,0.6590378261367467
1:1 - circle/ellipse (delta = pi/4),-0.0736564676316283,0.6531030603261887
1:1 - circle/ellipse (delta = pi/4),-0.0814965600903981,0.6471279071376588
1:1 - circle/ellipse (delta = pi/4),-0.08933161286619024,0.6411127360699158
1:1 - circle/ellipse (delta = pi/4),-0.09716114144552268,0.635057919096393
1:1 - circle/ellipse (delta = pi/4),-0.10498466165652534,0.6289638306421946
1:1 - circle/ellipse (delta = pi/4),-0.11280168969888044,0.6228308475609433
1:1 - circle/ellipse (delta = pi/4),-0.12061174217374214,0.6166593491114731
1:1 - circle/ellipse (delta = pi/4),-0.12841433611362685,0.6104497169343797
1:1 - circle/ellipse (delta = pi/4),-0.1362089890122813,0.6042023350284172
1:1 - circle/ellipse (delta = pi/4),-0.14399521885452002,0.597917589726754
1:1 - circle/ellipse (delta = pi/4),-0.15177254414603222,0.5915958696730815
1:1 - circle/ellipse (delta = pi/4),-0.15954048394315884,0.5852375657975792
1:1 - circle/ellipse (delta = pi/4),-0.16729855788263104,0.5788430712927429
1:1 - circle/ellipse (delta = pi/4),-0.1750462862112773,0.5724127815890675
1:1 - circle/ellipse (delta = pi/4),-0.18278318981569047,0.5659470943305951
1:1 - circle/ellipse (delta = pi/4),-0.19050879025185585,0.5594464093503244
1:1 - circle/ellipse (delta = pi/4),-0.19822260977473732,0.5529111286454862
1:1 - circle/ellipse (delta = pi/4),-0.20592417136782243,0.5463416563526824
1:1 - circle/ellipse (delta = pi/4),-0.21361299877261808,0.5397383987228969
1:1 - circle/ellipse (delta = pi/4),-0.22128861651810386,0.5331017640963716
1:1 - circle/ellipse (delta = pi/4),-0.22895054995013417,0.5264321628773557
1:1 - circle/ellipse (delta = pi/4),-0.23659832526079022,0.519730007508727
1:1 - circle/ellipse (delta = pi/4),-0.24423146951768154,0.5129957124464849
1:1 - circle/ellipse (delta = pi/4),-0.2518495106931891,0.5062296941341232
1:1 - circle/ellipse (delta = pi/4),-0.2594519776936571,0.4994323709768762
1:1 - circle/ellipse (delta = pi/4),-0.2670384003885243,0.4926041633158451
1:1 - circle/ellipse (delta = pi/4),-0.27460830963939625,0.48574549340200474
1:1 - circle/ellipse (delta = pi/4),-0.28216123732905823,0.4788567853700905
1:1 - circle/ellipse (delta = pi/4),-0.28969671639042044,0.4719384652123726
1:1 - circle/ellipse (delta = pi/4),-0.2972142808354031,0.4649909607523111
1:1 - circle/ellipse (delta = pi/4),-0.3047134657837519,0.45801470161810054
1:1 - circle/ellipse (delta = pi/4),-0.31219380749178643,0.45101011921610173
1:1 - circle/ellipse (delta = pi/4),-0.3196548433810767,0.44397764670416434
1:1 - circle/ellipse (delta = pi/4),-0.32709611206705075,0.43691771896483933
1:1 - circle/ellipse (delta = pi/4),-0.3345171533875236,0.4298307725784884
1:1 - circle/ellipse (delta = pi/4),-0.3419175084311548,0.4227172457962847
1:1 - circle/ellipse (delta = pi/4),-0.34929671956582725,0.41557757851311217
1:1 - circle/ellipse (delta = pi/4),-0.3566543304669459,0.40841221224036295
1:1 - circle/ellipse (delta = pi/4),-0.3639898861456584,0.4012215900786333
1:1 - circle/ellipse (delta = pi/4),-0.3713029329769887,0.39400615669032485
1:1 - circle/ellipse (delta = pi/4),-0.3785930187278905,0.38676635827214567
1:1 - circle/ellipse (delta = pi/4),-0.3858596925852126,0.379502642527518
1:1 - circle/ellipse (delta = pi/4),-0.39310250518357687,0.37221545863889244
1:1 - circle/ellipse (delta = pi/4),-0.4003210086331662,0.36490525723997186
1:1 - circle/ellipse (delta = pi/4),-0.4075147565474233,0.35757249038784245
1:1 - circle/ellipse (delta = pi/4),-0.41468330407065235,0.3502176115350213
1:1 - circle/ellipse (delta = pi/4),-0.42182620790553027,0.34284107550141396
1:1 - circle/ellipse (delta = pi/4),-0.42894302634051945,0.33544333844618884
1:1 - circle/ellipse (delta = pi/4),-0.4360333192771825,0.32802485783956936
