freq_hz,magnitude
40.0,0.009047361936367725
40.5,0.027820333356860915
41.0,0.008564245913561218
41.5,0.005892281735441184
42.0,0.006835536652374237
42.5,0.008080846661502156
43.0,0.012554440546313456
43.5,0.010279148068699376
44.0,0.019146770365399718
44.5,0.011514478394723972
45.0,0.002465829439614438
45.5,0.018265404220942034
46.0,0.009627509106307844
46.5,0.021205915824737024
47.0,0.03373321038939682
47.5,0.0035768638117206113
48.0,0.018011941138986475
48.5,0.017734942315938994
49.0,0.003457999425105776
49.5,0.019918707290873864
50.0,0.299828772914097
50.5,0.007541170002338728
51.0,0.01903920775107566
51.5,0.02775256887647866
52.0,0.0040518312063386325
52.5,0.0069531301265550694
53.0,0.019508441871812457
53.5,0.013066305823769223
54.0,0.011811446213228308
54.5,0.006782109170826077
55.0,0.018092484994259476
55.5,0.013776753514437025
56.0,0.018886471231923215
56.5,0.009399042478375046
57.0,0.019070812976100793
57.5,0.018278412319745866
58.0,0.022218421554364414
58.5,0.013953845796272506
59.0,0.024398351909821064
59.5,0.015487332058225348
60.0,0.007272870373098571
60.5,0.002179222816164059
61.0,0.021749002602534765
61.5,0.0065986022484922895
62.0,0.019218250310557624
62.5,0.009557575046232851
63.0,0.0072287351484243536
63.5,0.015859163348516718
64.0,0.020592368712153062
64.5,0.0006122268243181515
65.0,0.004086360465381659
65.5,0.019950778179321556
66.0,0.018351462691556783
66.5,0.021288623373622525
67.0,0.0045020809219336495
67.5,0.014867494903135008
68.0,0.020627455132920944
68.5,0.01813357848275339
69.0,0.008485944171132336
69.5,0.009296298444879187
70.0,0.007179013091216726
70.5,0.017307825702978098
71.0,0.014048512431420506
71.5,0.0040395319674943605
72.0,0.004754888270781471
72.5,0.010703085140393353
73.0,0.010957686192049218
73.5,0.005122601824217869
74.0,0.004024845123020934
74.5,0.012160288431308026
75.0,0.0015691801430762957
75.5,0.01318811012492615
76.0,0.010391940267483676
76.5,0.017902624983235388
77.0,0.012306506545792994
77.5,0.005608418381788102
78.0,0.005225542387315003
78.5,0.01604888640898474
79.0,0.00846162169356166
79.5,0.004405392858701282
80.0,0.017614489361049555
80.5,0.006336769926339438
81.0,0.02954036915758924
81.5,0.005096871333058863
82.0,0.010412502904435418
82.5,0.008041474237824382
83.0,0.011577158680267645
83.5,0.021179063291482555
84.0,0.01241266052961288
84.5,0.010308906419516808
85.0,0.017123398079456034
85.5,0.015161022177179741
86.0,0.007097443382676716
86.5,0.0028832235290513998
87.0,0.017314817828161272
87.5,0.011063159696588639
88.0,0.02367412980566212
88.5,0.011729677954077275
89.0,0.014408258558789012
89.5,0.00591830509086707
90.0,0.005353530348807419
90.5,0.009407128188836161
91.0,0.017427958449750102
91.5,0.008835350274308618
92.0,0.011223777122819231
92.5,0.012187067030240733
93.0,0.032720933390361515
93.5,0.01087524811464881
94.0,0.015410771314867736
94.5,0.015183608707165803
95.0,0.00836379646178247
95.5,0.03411640700168511
96.0,0.014230404447321876
96.5,0.01691357123204252
97.0,0.012261422031446041
97.5,0.0017252582278222087
98.0,0.009859824569294087
98.5,0.025855091434523463
99.0,0.009610198761675456
99.5,0.013330652324427527
100.0,0.01456961918333134
100.5,0.006026570625738852
101.0,0.012229941614808403
101.5,0.022376830531279434
102.0,0.011640392979517387
102.5,0.01586426133159138
103.0,0.014240230989766695
103.5,0.005806838039918979
104.0,0.016388319996256482
104.5,0.006932868965291689
105.0,0.021027904631385364
105.5,0.00644927194780622
106.0,0.01722959028641114
106.5,0.015938533119046853
107.0,0.01838620853822882
107.5,0.015395812252566738
108.0,0.009315468064909363
108.5,0.022987853009695813
109.0,0.017089367428222264
109.5,0.0182609919176795
110.0,0.005550785176196833
110.5,0.011410567532187712
111.0,0.01969135828947248
111.5,0.0235596895223835
112.0,0.02318112983809205
112.5,0.022827315141839652
113.0,0.004831482965674413
113.5,0.02053775898257638
114.0,0.022427218529962094
114.5,0.01774788304753606
115.0,0.009907328385275992
115.5,0.010036284138733224
116.0,0.013512682668436084
116.5,0.011009451721133701
117.0,0.008316121994855898
117.5,0.013176125799871069
118.0,0.022436662288128083
118.5,0.005336909986463884
119.0,0.021281246271991655
119.5,0.007473443774799696
120.0,0.009594668429443445
120.5,0.008813416965339002
121.0,0.0050065387084727506
121.5,0.015805666653569802
122.0,0.012568715131852896
122.5,0.024872043755569315
123.0,0.013321679544453215
123.5,0.01295309576613308
124.0,0.006187054001569303
124.5,0.015418674043401697
125.0,0.011993610536782872
125.5,0.010568411194447961
126.0,0.00834320346203094
126.5,0.010524870401336848
127.0,0.017382108830791627
127.5,0.019275008510976355
128.0,0.01822171700333865
128.5,0.021080727561867563
129.0,0.004457108082559848
129.5,0.003743225178031779
130.0,0.0068514310144391745
130.5,0.03148775799843063
131.0,0.014106052839032901
131.5,0.02501386823953875
132.0,0.029855774237551556
132.5,0.013034396480991752
133.0,0.007995451645062334
133.5,0.02004919407159219
134.0,0.010081931225284004
134.5,0.012967671072219359
135.0,0.01043666881593065
135.5,0.02181136073640514
136.0,0.0019552500682376225
136.5,0.013165221831207373
137.0,0.0191197758666139
137.5,0.011740838895920909
138.0,0.0071360366055345705
138.5,0.004922252022574034
139.0,0.0233309285920659
139.5,0.015151011767883084
140.0,0.02017591516854711
140.5,0.002347878817883883
141.0,0.02835412888377773
141.5,0.01293884276181341
142.0,0.014016856579523979
142.5,0.020288537224539188
143.0,0.010702488589971247
143.5,0.0037828572659207283
144.0,0.018693358980286033
144.5,0.006139049646239697
145.0,0.006728676614798721
145.5,0.020299894724980456
146.0,0.03438423569436355
146.5,0.010046834987835426
147.0,0.027949764428323184
147.5,0.007567364753096164
148.0,0.010834074540077126
148.5,0.014814061018415148
149.0,0.010439446292926306
149.5,0.008701151883119353
150.0,0.01199432938733232
150.5,0.02019760635351256
151.0,0.025692520689542028
151.5,0.01169117923904714
152.0,0.01014167627948351
152.5,0.013158959652182015
153.0,0.018644211947035916
153.5,0.014318458144118166
154.0,0.02334109852639563
154.5,0.03342876067818152
155.0,0.007754007903493501
155.5,0.01672854227214457
156.0,0.003955336532765494
156.5,0.020578894120764083
157.0,0.008384090441202412
157.5,0.005477141855086255
158.0,0.012962442523384063
158.5,0.015252546768643857
159.0,0.0037476206840669733
159.5,0.0065809324221731925
160.0,0.017453141749465693
160.5,0.021713525457375836
161.0,0.01478120922004075
161.5,0.01827817682108068
162.0,0.0040115882790711
162.5,0.0133936386377444
163.0,0.006559892130922084
163.5,0.011459182645893334
164.0,0.013576303996056305
164.5,0.0175698108510603
165.0,0.02634586773132916
165.5,0.007775381108843229
166.0,0.01197616017238357
166.5,0.008525075817411222
167.0,0.007194924291557103
167.5,0.008700197701111896
168.0,0.01131432742998868
168.5,0.01205684746024312
169.0,0.0018227729406588193
169.5,0.022038893927821455
170.0,0.01351315807339439
170.5,0.01617698429657001
171.0,0.01604093104692926
171.5,0.03125224040368447
172.0,0.007735024331620513
172.5,0.010871491834084814
173.0,0.030405444420598882
173.5,0.01140358672742104
174.0,0.028897093653080658
174.5,0.005705544076773333
175.0,0.010740723946430289
175.5,0.011393176208150422
176.0,0.018113661840166655
176.5,0.013746122084374961
177.0,0.02046241364950395
177.5,0.010249296503754172
178.0,0.027535871474549094
178.5,0.015592513489074842
179.0,0.0019918894209256127
179.5,0.017543265066463466
180.0,0.016157309345449455
180.5,0.02028381596498758
181.0,0.01497560810914097
181.5,0.02057147785065211
182.0,0.02184254065700958
182.5,0.009738765581136937
183.0,0.006220224044482074
183.5,0.017747113624098667
184.0,0.011834356898204055
184.5,0.004971545999596364
185.0,0.01802700916396848
185.5,0.012460479989804122
186.0,0.006009283772998001
186.5,0.0031102817107002056
187.0,0.006048972025587266
187.5,0.017221558474427908
188.0,0.012955070952869185
188.5,0.014563728775217461
189.0,0.023148205921597827
189.5,0.010777836448276179
190.0,0.016625607430070497
190.5,0.010783732480676935
191.0,0.02242742261235722
191.5,0.012837262239423653
192.0,0.013690794224247316
192.5,0.008126425839099005
193.0,0.013271446966747284
193.5,0.00888022819716463
194.0,0.017249364111809534
194.5,0.0072501248453380384
195.0,0.018424490459679647
195.5,0.008452861494170493
196.0,0.015834018834202865
196.5,0.015057634917014624
197.0,0.003270435267164499
197.5,0.0048922049402756575
198.0,0.019710195235781776
198.5,0.008404257762647988
199.0,0.02578540865488705
199.5,0.009024759558210763
200.0,0.014630985677783955
200.5,0.007557628430579485
201.0,0.019255890678583104
201.5,0.010451879342098049
202.0,0.012927093704282808
202.5,0.017328111449024266
203.0,0.008038940191560266
203.5,0.005684296259402283
204.0,0.008069502323452883
204.5,0.022325704202444587
205.0,0.019077608123675437
205.5,0.013157614728369906
206.0,0.014669346117588734
206.5,0.011997469928947865
207.0,0.016701237092199554
207.5,0.017562611437820223
208.0,0.030134740702859035
208.5,0.008775406822763492
209.0,0.01292382331186267
209.5,0.006256313143299925
210.0,0.020701380976102437
210.5,0.013225284911541419
211.0,0.007653558079945232
211.5,0.010309658156847812
212.0,0.006396239070772998
212.5,0.0032054323188392855
213.0,0.017939526073377433
213.5,0.01179615819323134
214.0,0.013758559532432794
214.5,0.024939379227044697
215.0,0.02418107288589528
215.5,0.01932339790294518
216.0,0.028968954039291003
216.5,0.017511598845544176
217.0,0.008433548166131125
217.5,0.0016835584850274094
218.0,0.0056560370957919655
218.5,0.020331643382298484
219.0,0.019153049771549385
219.5,0.0189567012282388
220.0,0.008840490059461198
220.5,0.01647498974222073
221.0,0.0053527622591773615
221.5,0.01684027635059419
222.0,0.008427092577083451
222.5,0.01905215972666327
223.0,0.015011124846627767
223.5,0.01961579465687958
224.0,0.0244934784351129
224.5,0.015222985192238435
225.0,0.015525745412195386
225.5,0.005780137144196764
226.0,0.031492562672437684
226.5,0.009971864147693913
227.0,0.007596663239033828
227.5,0.02554433591738026
228.0,0.02445898341850065
228.5,0.02073813564621096
229.0,0.00705224363348824
229.5,0.011658612919310148
230.0,0.005276320996743137
230.5,0.013134255309910773
231.0,0.0019538992821432725
231.5,0.006182166740160565
232.0,0.01805486171950333
232.5,0.005820110472808735
233.0,0.018024142005623404
233.5,0.02290281339134941
234.0,0.004196087213398901
234.5,0.0128082599615673
235.0,0.0029444584977220663
235.5,0.015039288856347704
236.0,0.016365471691398747
236.5,0.015283108247456269
237.0,0.001860501037993168
237.5,0.021454214748894945
238.0,0.01268649832433222
238.5,0.024532082149958497
239.0,0.021191159492346845
239.5,0.011208418394525388
240.0,0.023251937964660598
240.5,0.006686906656943456
241.0,0.038883227588794464
241.5,0.023746014948299265
242.0,0.003690572864197725
242.5,0.009902855478798496
243.0,0.024552036363418836
243.5,0.021570594922408887
244.0,0.022999345755314596
244.5,0.021519343521589882
245.0,0.012804313100942646
245.5,0.024953888977430946
246.0,0.007356238923826351
246.5,0.010730688889417696
247.0,0.016827706809298442
247.5,0.01598684330318619
248.0,0.004417325961501076
248.5,0.014095028747205002
249.0,0.03470797753109946
249.5,0.027637356417350413
250.0,0.014092697984785001
