t_s,amplitude
0.382,-0.9077054672828492
0.384,-0.9432388963800986
0.386,-0.7954794575846881
0.388,-0.6283126491905928
0.39,-0.8094132129380958
0.392,-0.906737958725436
0.394,-1.1117699193230857
0.396,-0.8007271364499549
0.398,-0.18403851214845704
0.4,0.32191360481976417
0.402,0.30181301643634584
0.404,0.8332113953004086
0.406,0.970426109251108
0.408,1.3093517697674177
0.41,0.9977965998813937
0.412,0.9369766878433092
0.414,0.8322631721289118
0.416,0.7137584271316941
0.418,0.7279936726940257
0.42,1.0020572863072859
0.422,0.692771914956301
0.424,1.1136152057208453
0.426,1.0298525277622566
0.428,0.5464594502702875
0.43,0.446316312662426
0.432,0.4266792961335353
0.434,-0.06781317828901014
0.436,-0.06594287518760478
0.438,0.4582969262259734
0.44,-0.05517708092819068
0.442,0.6345876548582488
0.444,0.912385732642677
0.446,0.8889091103450021
0.448,0.9002413528048872
0.45,0.8298505544456323
0.452,1.018169438043172
0.454,0.8382797250683027
0.456,1.0723310716963397
0.458,1.075140511395751
0.46,1.1193973155919612
0.462,1.8388666754009118
0.464,1.9241629896203354
0.466,1.743115703269967
0.468,1.589962272684621
0.47,1.1201989003276485
0.472,1.0433689824780505
0.474,0.8259605526094584
0.476,0.4652324332789671
0.478,0.6670321606758254
0.48,0.358566916790865
0.482,0.13521278360444422
0.484,0.22665346313588713
0.486,0.12845799784789738
0.488,0.011930455562708678
0.49,-0.2807992260077831
0.492,-0.5016021786681387
0.494,-0.6186996883733294
0.496,-0.5205343929126827
0.498,0.06809445972309297
0.5,-0.363545686820955
0.502,0.2925534304511283
0.504,0.21154571389633278
0.506,0.3253634876729128
0.508,0.6206012176575214
0.51,0.2967951617513395
0.512,-0.21237391689283588
0.514,-0.24825047517233967
0.516,-0.33643891076527155
0.518,-0.7610751573130456
0.52,-0.5618814012693671
0.522,0.049934824037124986
0.524,-0.6214123318777287
0.526,-0.7351283795910429
0.528,-1.031348427931946
0.53,-1.393047824059075
0.532,-1.3908781864190596
0.534,-1.6941695772137648
0.536,-1.6399392649118258
0.538,-1.8586533597262136
0.54,-1.62942992969098
0.542,-1.1209867626238064
0.544,-1.5740388340205684
0.546,-0.9044386476012414
0.548,-0.6692042102485747
0.55,-0.7363951608775066
0.552,-1.2024565274608012
0.554,-0.6965930664950601
0.556,-0.8541442487645434
0.558,-0.8726114475250609
0.56,-0.4507974955689962
0.562,-0.22530626633673934
0.564,0.1897078743605798
0.566,-0.5076948166603876
0.568,-0.21298482467739038
0.57,-0.4985794319206848
0.572,-0.49202126493665005
0.574,-0.9830481308152167
0.576,-1.414187850850932
0.578,-0.9069497977027048
0.58,-1.0358752592082965
0.582,-0.4941686161369965
0.584,-0.8371384143271835
0.586,-1.2224871523839056
0.588,-0.827966272359806
0.59,-0.9043766239643048
0.592,-0.9206325505220319
0.594,-0.979379311429742
0.596,-0.05349966056547273
0.598,-0.7947835679345528
0.6,0.35429710995085284
0.602,0.6197166354060232
0.604,0.5994738534786311
0.606,0.8273611760094153
0.608,1.0504095066186712
0.61,0.760930093666219
0.612,0.6477552461743973
0.614,0.525078367306016
0.616,0.3860776072342544
0.618,0.8653629883312915
0.62,0.9204854206035569
0.622,1.0378693257942952
0.624,1.2535043937496113
0.626,1.1572536696748035
0.628,0.7269734682271284
0.63,0.6811602589424178
0.632,0.27020843719517407
0.634,0.24890152579869243
0.636,0.20577349425170396
0.638,0.11718866507342814
0.64,0.3627729909763088
0.642,0.4626508806810983
0.644,0.8985034609087571
0.646,1.2345194428624093
0.648,1.2622908706697746
0.65,1.2000624593079294
0.652,0.5982909369197176
0.654,0.3488215674934012
0.656,0.6100995526856816
0.658,1.0105642564401434
0.66,1.416662552510418
0.662,1.4133831338148748
0.664,1.7999870060488612
0.666,1.7120631627756138
0.668,1.5233072668198002
0.67,1.163103275792094
0.672,0.7891756125595956
0.674,0.5963370047888131
0.676,0.3009449761778496
0.678,0.39418021064149483
0.68,0.199183795398326
0.682,-0.024141772419426416
0.684,0.15061630796896938
0.686,-0.2263622599499998
0.688,-0.5488116687188253
0.69,-0.5839418045746394
0.692,-0.3618423090062615
0.694,-0.7431322824320266
0.696,-0.8932310390823571
0.698,-0.0446614348062922
0.7,-0.03629018694421235
0.702,0.12250234774288418
0.704,0.9340913011917661
0.706,0.5861276415743571
0.708,0.7992368224504095
0.71,0.1051886979059905
0.712,0.5911515076444478
0.714,0.25421293840114356
0.716,-0.4050710349306097
0.718,-0.39070022558680767
0.72,-0.44758976628699565
0.722,-0.30063696968224524
0.724,-0.29609487738828993
0.726,0.31653895691396605
0.728,-1.1647466479023498
0.73,-1.1016619683585769
0.732,-1.3233157492029521
0.734,-1.5066395326154496
0.736,-1.4159325805561334
0.738,-1.793950741021618
0.74,-1.25525692704483
0.742,-1.7216220852785262
0.744,-1.1211299008500846
0.746,-1.3464226653680613
0.748,-0.715971568356365
0.75,-1.2895642540807555
0.752,-1.1212926781140389
0.754,-0.7880237312475893
0.756,-1.1581144573149595
0.758,-1.039986087188373
0.76,-0.37167431927226807
0.762,-0.11544276025522003
0.764,0.08826325350932784
0.766,0.38662146386737933
0.768,-0.059361095693841626
0.77,-0.017262948753978657
0.772,-0.9815343244223977
0.774,-0.9212827301090201
0.776,-1.041223409898346
0.778,-1.0296285057205012
0.78,-1.1932660332081633
0.782,-0.7597019515436133
0.784,-0.3731596489836746
0.786,-0.9491455642506952
0.788,-0.6204515106633635
0.79,-1.0303262134935218
0.792,-1.515378985386838
0.794,-0.7220014123617843
0.796,-0.6095693597282044
0.798,-0.38796251121264286
0.8,0.459537092701072
0.802,0.4956826593527909
0.804,0.20206621478500336
0.806,1.261353113787908
0.808,1.1842705796483861
0.81,1.2267930643598608
0.812,0.18922247733302655
0.814,0.9483379694427024
0.816,0.6756756216667585
0.818,1.1968895990393817
0.82,1.0833262716272951
0.822,1.1349304457976441
0.824,1.1294807097973647
0.826,0.9170647933066226
0.828,0.7870074814102198
0.83,0.4282720647469755
0.832,0.11205855616139915
0.834,-0.10510022652106604
0.836,-0.0010710353022742834
0.838,0.2994432251352172
0.84,0.46144927951242365
0.842,0.38407202585406014
0.844,0.7646094171998261
0.846,1.4478255664926398
0.848,0.5832942395825813
0.85,1.2529028956857315
0.852,1.0093714443418202
0.854,0.8983211870024699
0.856,1.576826633715628
0.858,1.1391238337646885
0.86,1.937476987162192
0.862,1.733445904434636
0.864,1.743204326234749
0.866,1.659729363726118
0.868,1.7610169463605467
0.87,1.0061021465657403
0.872,1.227350718670742
0.874,0.5230850333363665
0.876,0.33275426187808266
0.878,-0.06733120823425362
0.88,0.48798292411312005
0.882,-0.20522738546481972
0.884,0.4381340890835667
0.886,0.02991861205287144
0.888,-0.12535332016723613
0.89,-0.08771576918382368
0.892,-0.5985862850811616
0.894,-0.3691433346618845
0.896,-0.21163549840850746
0.898,0.051292983217002264
0.9,-0.05751073018466332
0.902,0.3374150887218586
0.904,0.22263138171330385
0.906,0.6968248689449519
0.908,0.04954164435187053
0.91,0.02295881057327917
0.912,0.022058641913233056
0.914,-0.22437130126293378
0.916,-0.3921351485521989
0.918,-0.22148399555086404
0.92,-0.04796893588401224
0.922,-0.5620807045986865
0.924,-0.3943318522693473
0.926,-1.0864911313553467
0.928,-0.9134029801773638
0.93,-1.1175422135306496
0.932,-1.4566666510932669
0.934,-1.796795446182735
0.936,-2.1086339408248858
0.938,-1.3996059563893233
0.94,-1.5740799311488043
0.942,-1.3539023973992574
0.944,-0.8679027190479363
0.946,-0.606885823588158
0.948,-1.1868370435712403
0.95,-1.1139096747990596
0.952,-1.1784705740616024
0.954,-1.3772817953072214
0.956,-0.9307625422789024
0.958,-0.4322045274371322
0.96,-0.4787557767306121
0.962,0.06492600894620035
0.964,0.14767689072848528
0.966,0.30809277373514954
0.968,-0.18369815551271393
0.97,-0.5088542608672446
0.972,-0.9374699719540167
0.974,-1.1971244002295907
0.976,-1.228459839592225
0.978,-0.8836127561578853
0.98,-0.8633691521116206
0.982,-0.926081473651586
0.984,-0.6496150035202183
0.986,-0.4612679295510875
0.988,-0.803895458334958
0.99,-0.6963641627872587
0.992,-1.009639297501635
0.994,-0.9639256175969307
0.996,-0.3360430295043322
0.998,-0.5217434242151088
1.0,-0.4118064571909205
1.002,0.7765536395945047
1.004,0.6628830554987254
1.006,1.2756868091221611
1.008,0.9338491639266777
1.01,0.44398574513865835
1.012,0.6654632546735939
1.014,0.8293630181188001
1.016,0.49357644777276544
1.018,1.1050346892058225
1.02,1.2260425476822663
1.022,0.9460407326168818
1.024,1.2635612061228652
1.026,0.7944944937544615
1.028,0.8350219683265848
1.03,0.9607692532465733
1.032,0.21774433291752074
1.034,0.035586379395926585
1.036,-0.33025099008834846
1.038,0.32788696446519194
1.04,0.3627428507775283
1.042,0.42856474578052617
1.044,0.659409903989603
1.046,1.2781854581845584
1.048,1.2688151133664194
1.05,1.3836572093766508
1.052,1.0448732216329233
1.054,0.8953927301330856
1.056,1.0624982168317865
1.058,0.8615917368523162
1.06,1.6632900586843047
1.062,1.7055752843634242
1.064,1.6916828876885592
1.066,1.7237785213372114
1.068,2.1309670362385607
1.07,1.0825001251083397
1.072,0.4786175684632205
1.074,0.9202667602391468
1.076,0.5940849968696523
1.078,-0.24439881707008773
1.08,0.035604825132919043
1.082,0.1524912224239692
1.084,0.40472256015073316
1.086,-0.23891952045573317
1.088,-0.04379100522971602
1.09,-0.2721233026222975
1.092,-0.45516838085489086
1.094,-0.8097621101608561
1.096,-0.47420352941715627
1.098,-0.5202362621619473
1.1,0.3076490913910868
1.102,0.3786584384734264
1.104,0.19220637680728342
1.106,0.2871217233990204
1.108,0.8227058586055271
1.11,0.6240536820425837
1.112,0.48634649561736343
1.114,-0.04395921125821417
1.116,-0.46624563603330516
1.118,-0.11900859618826792
1.12,-0.43715886731926057
1.122,-0.44794745926510293
1.124,-0.8006014761551679
1.126,-0.4826150540765267
1.128,-0.8638102729827574
1.13,-0.937011457761544
1.132,-1.3443009946087714
1.134,-1.5606795676034002
1.136,-1.9592743718468664
1.138,-1.4443517115761348
1.14,-1.7272378973386673
1.142,-1.388846099464182
1.144,-0.909111999602759
1.146,-0.6558017640415462
1.148,-1.2265522332910441
1.15,-1.4186990089827733
1.152,-0.8347846824301245
1.154,-1.2316396952672513
1.156,-0.8098635372110089
1.158,-1.0554654855365029
1.16,-0.3625564858450465
1.162,0.1988690071593078
1.164,0.001927525005326343
1.166,-0.21843903680861093
1.168,0.10341689964158876
1.17,-0.5503808197396611
1.172,-0.47092541101569674
1.174,-0.9487293248440397
1.176,-1.0055763882798239
1.178,-1.117103185136059
1.18,-0.6508465373586992
1.182,-0.9763165835341221
1.184,-0.5286091393998471
1.186,-1.237608303736381
1.188,-0.43767838658268565
1.19,-0.9601740256480251
1.192,-0.8652671188562785
1.194,-0.8613446773682162
1.196,-0.7856171673572698
1.198,-0.3761059985116678
1.2,-0.023846844057809253
1.202,0.44615204778600887
1.204,0.7310377998370439
1.206,0.8723678312443474
1.208,0.8790532952687505
1.21,1.11059920270504
1.212,0.7016171046482541
1.214,0.4514744161267614
1.216,1.460920967340858
1.218,0.8003287372596674
1.22,0.973407721012931
1.222,0.6985021569180034
1.224,0.8979266282466607
1.226,1.2219553930450169
1.228,0.5581405801256265
1.23,0.3589915272346833
1.232,-0.08005747000484503
1.234,-0.05338468577956443
1.236,0.14680779785318387
1.238,0.07675686899935986
1.24,0.40989776817151347
1.242,0.5622791401373932
1.244,1.2180894970929326
1.246,0.32353619789961385
1.248,1.0636182356120618
1.25,1.0253693567624411
1.252,0.7322435260470579
1.254,0.9960269062247754
1.256,0.874255971032958
1.258,1.1845957231861053
1.26,1.4509412921085363
1.262,1.8967976114690683
1.264,1.0483491221507362
1.266,1.6757780294388052
1.268,1.5675932651729658
1.27,0.8964358415904254
1.272,0.8671498094534313
1.274,0.6484105281337532
1.276,0.4087552186917227
1.278,0.2250724406721058
1.28,0.2845789599078342
1.282,-0.036312986396583785
1.284,0.1978623461056517
1.286,-0.2566766274971727
1.288,0.6658344737761992
1.29,-0.057648645285355016
1.292,-0.5386804904832366
1.294,-0.5740874315998579
1.296,-0.7656545997896889
1.298,-0.7793577630136594
1.3,0.324713305843376
1.302,0.4149096681823135
1.304,0.29533155240813114
1.306,0.626387897753686
1.308,0.5626935425074071
1.31,0.42348022904241167
1.312,0.19710390544350884
1.314,0.027993336017369252
1.316,0.06413015692285184
1.318,-0.08913685355578227
1.32,-0.05193225970904511
1.322,0.04927414398130406
1.324,-0.11534189268193545
1.326,-0.55799094926486
1.328,-0.9595962796267621
1.33,-1.140943280861962
1.332,-1.3385504162730295
1.334,-2.1728054463704
1.336,-1.2498186132835447
1.338,-1.5262240270536942
1.34,-1.4761721212073067
1.342,-1.406246157724083
1.344,-1.1864399663764105
1.346,-0.6574464310625268
1.348,-0.5271763955323676
1.35,-0.9448737813725734
1.352,-1.0499560651662228
1.354,-0.8971373153285129
1.356,-1.036157431920417
1.358,-0.9055751812108235
1.36,-0.3927673339963734
1.362,-0.3714397484199268
1.364,0.0073698553623542384
1.366,-0.2258779023661183
1.368,-0.2073060939549011
1.37,-0.5204631288489566
1.372,-0.4328762104693568
1.374,-0.9046143961798596
1.376,-1.2628609293926787
1.378,-0.9654011224784926
1.38,-0.935385635551492
1.382,-0.488579532525036
1.384,-0.6661488792458246
1.386,-0.670033606602338
1.388,-0.5735850563803918
1.39,-0.46529069282838365
1.392,-0.809053393858451
1.394,-0.9421819087970257
1.396,-0.759061482294388
1.398,0.07336548976442947
1.4,-0.0472881421265951
1.402,0.1969470778851479
1.404,0.9469887851571525
1.406,0.987992256805383
1.408,0.6252899561140066
1.41,0.6561126040868637
1.412,1.2690636840236147
1.414,0.7528228244301068
1.416,0.9675424939872468
1.418,0.8539253785711787
1.42,1.0880705549317313
1.422,1.0663846275748825
1.424,0.8058004601836265
1.426,0.7913951324672337
1.428,0.8678276428363247
1.43,0.5888958136959634
1.432,0.06472300710283918
1.434,0.13781143487446243
1.436,0.44364474512717644
1.438,-0.14457085736319863
1.44,0.7044993524930442
1.442,0.6275438946427941
1.444,0.687965351706274
1.446,0.8437771938827283
1.448,0.795610111686613
1.45,0.7156806701522238
1.452,0.8316496522428112
1.454,0.5491307578711795
1.456,1.283259931049131
1.458,1.3125024868208466
1.46,1.1174373034512521
1.462,2.0968273277997302
1.464,1.6170289017147867
1.466,1.8213423217126523
1.468,1.4147094504266704
1.47,1.2466796757016794
1.472,0.8771910766274013
1.474,0.7440843054032128
1.476,0.7357277585460423
1.478,0.020730027461147882
1.48,0.19138393550876748
1.482,-0.0879010367817657
1.484,0.33164853759493684
1.486,0.4807396745299849
1.488,-0.08961584698415684
1.49,-0.10998723548551076
1.492,-0.8277237289731716
1.494,-0.5749202414327947
1.496,-0.752834768976294
1.498,-0.2085398170163878
1.5,-0.4301252142162057
1.502,-0.1398032554481789
1.504,0.7699681457708283
1.506,0.6210599657513493
1.508,0.6093246466219395
1.51,0.16275225624011935
1.512,0.13683118548840567
1.514,-0.08232015420211188
1.516,-0.4939007003398783
1.518,-0.32400728642849763
1.52,0.16491767372643223
1.522,-0.0020567260818832034
1.524,-0.1782069371065
1.526,-0.6444336579753097
1.528,-0.5652642874727765
1.53,-1.3803896381955654
1.532,-1.4935519258478092
1.534,-1.596935197880206
1.536,-1.7051445803863767
1.538,-1.6246011558327842
1.54,-1.0577409300881606
1.542,-1.122671690687964
1.544,-1.309674958749768
1.546,-1.348308353152829
1.548,-0.9716031465263423
1.55,-1.0368678676526677
1.552,-1.3677500204893234
1.554,-1.1443272630487604
1.556,-0.47309832348475594
1.558,-0.1600430587153434
1.56,-0.39402856706447253
1.562,0.31624961169607596
1.564,0.1286847071174768
1.566,-0.3161083135051983
1.568,0.08287929483138404
1.57,-0.5645828306424268
1.572,-0.9340493761563377
1.574,-0.8789529999879245
1.576,-1.094259005478375
1.578,-1.167483036067784
1.58,-1.0344487312895874
1.582,-0.8380392183782812
1.584,-0.7637994008872203
1.586,-1.4603803253737209
1.588,-0.6454640686023706
1.59,-1.089549254714998
1.592,-0.7514494054435165
1.594,-0.7695034005262572
1.596,-0.7356619125149442
1.598,-0.5648447056043971
1.6,0.04234994375445427
1.602,0.5173088929141982
1.604,0.3272427746292942
1.606,0.9520125613522534
1.608,0.8582417357719087
1.61,1.2645023642790665
1.612,0.8805321611023657
1.614,1.0234925028207589
1.616,0.7412884687425475
1.618,0.8892796740046864
1.62,1.1244097669284667
1.622,0.6493958181429065
1.624,1.1753106200018364
1.626,1.352843201951011
1.628,0.6071558702858482
1.63,0.37418574914357244
1.632,0.09955041991578222
1.634,0.13301376500648143
1.636,0.16526352994192597
1.638,0.1527313211488285
1.64,0.4007687584175229
1.642,0.4493076605462111
1.644,0.7703815408857311
1.646,1.2328621318865374
1.648,1.153890455793753
1.65,1.1254538150962408
1.652,0.8804727664365959
1.654,0.938894224121385
1.656,1.3677278335029164
1.658,1.5117697770348122
1.66,1.2944035674657297
1.662,1.6060262578369782
1.664,1.6098217495380416
1.666,2.153050817693499
1.668,1.7162199665489701
1.67,1.219202891656973
1.672,0.8571270824529583
1.674,1.0727557746860705
1.676,0.2616186641938323
1.678,0.5311266614301665
1.68,-0.2892632211755206
1.682,0.4629498975038084
1.684,0.1512778382146721
1.686,0.536899535145331
1.688,-0.35300498361935245
1.69,0.164965096840075
1.692,-0.40194719045313043
1.694,-0.04381553820636214
1.696,-0.39877544830341
1.698,0.12521234633222117
1.7,-0.20504018390843404
1.702,0.18510216345008362
1.704,0.37067302718249884
1.706,1.0036520877242188
1.708,0.35505265109715967
1.71,0.7672145615468795
1.712,0.26595229435860923
1.714,0.8673888532857024
1.716,-0.7849443291229024
1.718,-0.19975045784052473
1.72,-0.17897138605828689
1.722,-0.020828108672755502
1.724,-0.6364857450430929
1.726,-0.5418266151392521
1.728,-1.0482120120886853
1.73,-0.8660559626883599
1.732,-0.9368024196806278
1.734,-1.3056137383834523
1.736,-2.067914226004688
1.738,-1.7472534298999587
1.74,-1.6469099011337924
1.742,-1.2232212608239645
1.744,-1.113346066496299
1.746,-0.894998385987849
1.748,-0.662147215505845
1.75,-0.8762128725354645
1.752,-0.6911225556917198
1.754,-1.3003953873376468
1.756,-1.1400075545142885
1.758,-0.9766837816139469
1.76,0.36714082964910116
1.762,-0.38310032277994704
1.764,-0.0789933975563541
1.766,0.01378605465463418
1.768,-0.1858261403370256
1.77,-0.2517914452820943
1.772,-0.6397312269244672
1.774,-0.7124571705536235
1.776,-0.9438432459307815
1.778,-1.6447511759036604
1.78,-1.179965840012534
1.782,-1.0244668203149807
1.784,-0.5947353563727525
1.786,-0.8116538850145539
1.788,-0.5402723609611431
1.79,-0.6929355613152318
1.792,-0.8848868798787384
1.794,-0.6332529220760695
1.796,-0.6709566533539888
1.798,0.05883957759973735
1.8,0.04887605297427636
1.802,0.2547667924195344
1.804,0.5017271392878047
1.806,1.4230917562645247
1.808,0.7435742207079438
1.81,0.837144158911466
1.812,1.096554664694403
1.814,0.7050336727432048
1.816,0.5603794371373355
1.818,0.742414990370523
1.82,1.1353861044705975
1.822,1.3445977863935994
1.824,0.7094333779782818
1.826,1.1551228264152742
1.828,0.22105965092779278
1.83,0.4836984757633752
1.832,0.373012075334728
1.834,0.20076636912590093
1.836,-0.09224872087360386
1.838,-0.04359223994638611
1.84,0.18215226344697658
1.842,1.0728817985576247
1.844,0.25976518546198135
1.846,0.6966563376956127
1.848,0.2615313382375485
1.85,1.5056035131825611
1.852,0.8931961123822804
1.854,1.1248249510242587
1.856,0.9631490954923174
1.858,0.9686644628942838
1.86,1.7968703935128847
1.862,2.0960381800169916
1.864,1.8071086690502862
1.866,1.8903225098579697
1.868,1.4237473758676447
1.87,1.5019288211188357
1.872,0.9254136787675379
1.874,0.6217473180723933
1.876,0.5713123181761175
1.878,-0.10956650331105408
1.88,0.3733852795600441
1.882,0.053058408680258795
1.884,0.15734262491872744
1.886,0.19545303643281048
1.888,-0.14511676633574433
1.89,-0.3687643750377157
1.892,-0.4003476838842803
1.894,-0.38737267320556773
1.896,-0.3016137927375744
1.898,-0.35991594074730854
1.9,0.11516215074745544
1.902,0.2218837478330289
1.904,0.4093822355976343
1.906,0.22636978183427098
1.908,0.42809415922879335
1.91,0.5971663549434147
1.912,-0.5233059199621477
1.914,-0.0025390559228222337
1.916,-0.09705576199614291
1.918,-0.04696557340287599
1.92,-0.6370886683530983
1.922,-0.42010898244521644
1.924,-0.44054328805789544
1.926,-0.5036414496746763
1.928,-0.7446022634286311
1.93,-0.8066113200969778
1.932,-1.6501905820152092
1.934,-1.3586692048510818
1.936,-2.1022612400157414
1.938,-1.6064200211486368
1.94,-1.6533858819456997
1.942,-1.200438823635857
1.944,-0.9453529446911939
1.946,-1.094537958542298
1.948,-0.6882658886818334
1.95,-0.630227549053909
1.952,-1.0247880023524865
1.954,-1.1905668003975187
1.956,-1.0555004036111317
1.958,-0.5658789914310411
1.96,0.19023299685392847
1.962,-0.4693860265789679
1.964,0.1693920971355882
1.966,0.06860458287730427
1.968,-0.3351248426105369
1.97,-0.1648765621877717
1.972,-0.6056271867674812
1.974,-0.8732198273307528
1.976,-0.9727714891880321
1.978,-0.9709831724384057
1.98,-0.3928040090161584
1.982,-0.8861780044454654
1.984,-1.0671587485028446
1.986,-0.7276921674123409
1.988,-0.7221592515041528
1.99,-0.9712283982283193
1.992,-1.0571294259074402
1.994,-1.0596877927676895
1.996,-0.6623898494468282
1.998,-0.32311023260864785
